title,author,author_bio,writing_location,nationality,active_city,lat,lon,year,field,summary,tags
Ban Zhao's Lessons for Women 班昭《女诫》,Ban Zhao 班昭,"东汉女史学家、文学家(约45-117),扶风安陵人。父班彪、兄班固皆为著名史家。班固去世后她奉旨续写《汉书》,完成其中最棘手的《天文志》与《百官公卿表》。汉和帝多次召她入宫,皇后贵人均拜其为师,号曹大家。她是中国第一位女史学家,《女诫》深远影响东亚女性伦理观念两千余年。","Luoyang, Han China",China 中国,Luoyang 洛阳,34.6196,112.454,100,历史/伦理,"《女诫》全书共七章:卑弱、夫妇、敬慎、妇行、专心、曲从、和叔妹。班昭原意是写给自家女儿的家训,系统阐述儒家伦理中女性应有的四种品德——妇德、妇言、妇容、妇功——以及夫妻相处、与公婆相处、与小姑相处之道。她主张男女应同等接受教育,但仍以夫为天的伦理为核心。书一问世便被宫廷广泛传抄,后世两千年间成为东亚女性教育最有影响的教科书,在现代受到女性主义思想史的复杂评价:既被批评为父权伦理的奠基,也被肯定为中国第一部由女性公开发声的伦理论著。班昭另著有《东征赋》,记述随子曹成赴陈留任所的旅程。",古典时代; 古代中国; 历史; 伦理; 宫廷女性; 性别批判
Avvaiyar's Heroic Verses (Purananuru) 奥瓦娅尔的英雄诗(《外四百首》),Avvaiyar I (Sangam) 奥瓦娅尔(桑伽姆时期),"公元1-2世纪泰米尔桑伽姆时代女诗人,与诗人Paranar、Kabilar、Thiruvalluvar同时代。Avvaiyar作为泰米尔语中尊敬的老妇人称号,她是历史上至少三位以此名传世的诗人中的第一位。被泰米尔国王Adhiyaman奉为座上宾,担任部落间使节,曾以诗外交阻止战争。","Tamil Nadu, India",Tamilakam (South India) 泰米尔国(南印度),Tamil Nadu 泰米尔纳德,11.1271,78.6569,100,诗歌/英雄诗,"桑伽姆时期的Avvaiyar在Purananuru(外四百首,公共生活/英雄事迹诗集)中写下59首诗,大多以小邦首领Adhiyaman Nedumaan Anji及其家族为题。她以浓郁的泰米尔语,赞美君主的慷慨、勇武,与人民共苦;讽刺贪吏与软弱的王;为战场上死去的勇士写挽歌;描绘乡村的旱涝与饥馑。她也在Naṟṟiṇai(7首)、Kuṟuntokai(15首)、Akanaṉūṟu(4首)留下作品。Adhiyaman曾给她一颗能延年益寿的Nellikani果以延长她为泰米尔文化服务的时间。她曾出使阻止两个王国间的战争,以诗代刀。在桑伽姆文学传统中她代表女性以政治参与、英雄诗、伦理诗介入公共生活的典范。",古典时代; 古印度; 诗歌; 哀悼; 战争
Ban Zhao's Completion of Hanshu 班昭续《汉书》,Ban Zhao 班昭,"东汉女史学家、文学家(约45-117),扶风安陵人。父班彪、兄班固皆为著名史家。班固去世后她奉旨续写《汉书》,完成其中最棘手的《天文志》与《百官公卿表》。汉和帝多次召她入宫,皇后贵人均拜其为师,号曹大家。她是中国第一位女史学家,《女诫》深远影响东亚女性伦理观念两千余年。","Luoyang, Han China",China 中国,Luoyang 洛阳,34.6198,112.4542,105,历史,"兄长班固撰《汉书》未竟而卒,八表及《天文志》遗稿散乱。汉和帝命班昭入东观藏书阁继其遗志。她独立完成《百官公卿表》——西汉一代官制的系统记录——与《天文志》——西汉天象与历法的整理。前者要梳理数百年间无数官员、官署的升迁裁撤,后者要校订早期天文观测记录,工作极为艰难。她署上的名字仍是兄长班固,自己只在历史细节中留下痕迹。当时著名学者马融为求她的指导,曾跪在东观藏书阁外聆听讲解。她是中国历史上第一位独立完成正史编撰的女性,《汉书》自此成为中国二十四史之首要范本,影响其后两千年史学体例。",古典时代; 古代中国; 历史; 宫廷女性
Auvaiyar's Ethical Verses (Sangam era) 奥瓦娅尔伦理诗,Avvaiyar I (Sangam) 奥瓦娅尔(桑伽姆时期),"公元1-2世纪泰米尔桑伽姆时代女诗人,与诗人Paranar、Kabilar、Thiruvalluvar同时代。曾在国王间斡旋阻止战争,是泰米尔文学传统中最受尊敬的女性诗人,留有近百首诗。这是她另一组以伦理与人生为主题的作品(区别于其英雄诗)。","Tamil Nadu, India",Tamilakam (South India) 泰米尔国(南印度),Tamil Nadu 泰米尔纳德,11.1275,78.6573,120,诗歌/伦理,"Avvaiyar I除了Purananuru中的英雄诗外,还留下大量伦理短诗,被收入Naṟṟiṇai、Kuṟuntokai、Akanaṉūṟu等桑伽姆选集。她的伦理诗以简洁的泰米尔语韵文,讨论慷慨、勇气、慎重、对客人的款待、对穷人的怜悯、对友谊的忠诚、对欺骗者的警惕。这些短诗后来被泰米尔传统不断引用,部分诗节流传至今仍作为儿童伦理教材。她在桑伽姆诗集中的诗篇,与男性诗人Paranar、Kabilar等的诗共同构成那个时代南印度道德与情感的全景图谱。后来又有两位被称作Avvaiyar的女诗人(分别活动于7-8世纪与12世纪),都因尊重第一位Avvaiyar的伟大地位而以此名号写作,使Avvaiyar成为泰米尔文学中跨越千年的女性诗人传统的代名词。",古典时代; 古印度; 诗歌; 伦理; 战争
Julia Balbilla's Memnon Inscriptions 茱莉亚·巴尔比拉的门农雕像题诗,Julia Balbilla 茱莉亚·巴尔比拉,"公元2世纪罗马贵妇与希腊女诗人(约72-130之后),曾祖父为希律王、祖父为占星家Tiberius Claudius Balbillus。作为皇后Sabina(哈德良之妻)的女伴,陪同皇帝出访埃及。在底比斯门农巨像上刻下四首希腊语铭体诗,是现存最早的旅行写作之一。","Thebes, Egypt",Roman Empire 罗马帝国,Rome 罗马,25.7188,32.6105,130,诗歌/铭文,"公元130年11月,巴尔比拉随皇帝哈德良与皇后Sabina巡视埃及,来到底比斯的门农巨像——传说这座雕像在晨光照射时会发出歌声。皇室一行清晨在像前等待,雕像两次响起鸣声。巴尔比拉以希腊埃奥利亚方言(模仿萨福)写下四首铭体诗,刻在巨像的腿上,至今仍可辨认:她以诗咏叹皇后听到雕像的歌声、自己被诗神附体写下这些诗行、皇帝得到神灵的眷顾。这是世界上现存最早能与作者本人、刻写地点直接对应的女性书写碑铭之一。她以模仿萨福的方言宣告自己在希腊女诗人传统中的位置,将旅游、宫廷恩宠、神迹与文学野心熔铸为一座具体的纪念碑。",古典时代; 古罗马; 诗歌; 铭文; 宫廷女性; 文化赞助
Caecilia Trebulla's Memnon Verses 凯西莉娅·特雷布拉的门农题诗,Caecilia Trebulla 凯西莉娅·特雷布拉,"公元2世纪罗马贵妇女诗人(fl.130),与Julia Balbilla同时代的皇室随行者,在埃及底比斯门农巨像上同样留下希腊语铭体诗。其诗与巴尔比拉形成对照,展现罗马帝国时代受教育的贵族女性如何参与精英文学旅行。","Thebes, Egypt",Roman Empire 罗马帝国,Rome 罗马,25.719,32.6107,130,诗歌/铭文,"凯西莉娅·特雷布拉在门农巨像上留下3首希腊语铭体诗。她以更朴素的笔调写出听见雕像歌声的感动,与巴尔比拉的炫学修辞形成对照。她的诗中提到自己听见门农的母亲女神Eos(黎明)向儿子致辞,儿子以神奇之声回应,无人能解。她将神迹与个人虔诚交织,展现罗马帝国上层女性如何在大旅游与文学题铭中表达自己。这些保存在巨像石头上的铭文是罕见的女性原迹——不是后世抄本,而是她们亲笔(或同时代雕工)刻在石上的诗,跨越1900年仍可触摸。她与巴尔比拉的诗共同构成罗马帝国时代女性诗歌实物遗存最完整的一组。",古典时代; 古罗马; 诗歌; 铭文; 母性
Gnostic Gospel of Mary 玛利亚福音,Mary Magdalene (attributed) 抹大拉的玛利亚,"公元1-2世纪基督教诺斯替派文献,归于抹大拉的玛利亚名下。这部福音书未收入正典,1896年在埃及发现的科普特语手稿揭示一个由女性使徒主导的早期基督教传统。文本本身可能由后世诺斯替派作者所写,但反映早期基督教中女性领袖的真实记忆。",Egypt,Roman Empire (Egyptian) 罗马帝国(埃及),Alexandria 亚历山大里亚,31.2007,29.9193,150,宗教/福音书,"1896年在埃及Akhmim发现的5世纪科普特语手稿(原本可能由希腊语写于公元2世纪)。福音书前半部分散佚,现存部分讲述:复活的耶稣离开后,弟子们困惑害怕,玛利亚站出来鼓励他们,讲述耶稣单独传授给她的关于灵魂上升、克服七种欲望、回归光明的神秘教诲。彼得质疑她——耶稣怎可能私下教导一个女子?——利未维护她:救主比我们更爱她,如果救主认为她配,你又是谁能反对?。本福音书展现早期基督教中以玛利亚为代表的女性使徒传统、对正统教会男性使徒权威的潜在挑战。它在4世纪基督教正典化过程中被排除,但其存在揭示了一条被压抑的早期女性基督教知识谱系。",古典时代; 古罗马; 宗教; 宗教文献; 内在生命
Sarada Devi's Tamil Sangam Verses 萨拉达·黛维桑伽姆诗节,Velli Vidhiyar 维莉·维迪雅尔,"公元1-2世纪泰米尔桑伽姆时代女诗人,生平不详,仅以诗作传世。Sangam选集Kuruntokai(短诗集)、Akananuru(内四百首)中保存其爱情诗,代表桑伽姆时代女性诗人书写agam(内/家庭/情感)主题的传统。","Tamil Nadu, India",Tamilakam (South India) 泰米尔国(南印度),Tamil Nadu 泰米尔纳德,11.1273,78.6571,150,诗歌,"维莉·维迪雅尔(意为长街的少女)的诗保存在Kuruntokai与Akananuru等桑伽姆选集中。她的诗属于桑伽姆诗学中的agam(内向、家庭、情爱)传统——与Avvaiyar I的puram(外向、英雄、政治)形成对照。诗中描绘女子等待远行的爱人归来、在雨季中独眠的孤独、对小巷里偶遇心上人的回忆。她以泰米尔语的精细比喻——海岸边的咸水鸟、季风云、椰子树叶的声响——将私密情感与南印度自然景观融为一体。桑伽姆诗学要求每首诗在严格的五种地理景观(山、林、田、海、旱地)分类下表达特定的情感主题,维莉的诗代表女性如何在这一既严格又自由的体系中找到自己的声音。桑伽姆女诗人共有数十位,她是其中保存作品较多者之一。",古典时代; 古印度; 诗歌; 爱情
Acts of Paul and Thecla 保罗与忒克拉行传,Thecla (oral tradition) 忒克拉传统,"公元2世纪伊科尼乌姆(今土耳其Konya)早期基督徒女子。虽然《保罗与忒克拉行传》文本由匿名男作者写下(2世纪末),但作品很可能基于忒克拉本人的口述传统与她创办的女基督徒社群的集体记忆。她被视为早期基督教中最重要的女性使徒之一。","Iconium (Konya), Asia Minor",Roman Empire 罗马帝国,Iconium (Konya) 伊科尼乌姆,37.8746,32.4932,180,圣徒传/口述,"本作讲述伊科尼乌姆贵族少女忒克拉听了使徒保罗传讲后,决意守贞、跟随保罗,从而退婚出家。她经历多次殉难考验:被未婚夫与母亲送上火刑被神奇大雨救下、被押至赛场让狮子吞食而狮子卧在她脚下、自行跳入水缸接受洗礼。她最终成为传道者与教师,据传在Seleucia活到老年,治病传道。文本带有明显口传痕迹,被现代学者视为基于真实女性社群的故事改编而成。古代教会一度将本作视为正典之一,东方教会奉忒克拉为殉道圣徒之一。本作展示早期基督教中存在一条以女性殉道者、独立传道者为核心的传统,即便文本最终由男作者书写,内在的女性声音通过口述与社群记忆得以传承。",古典时代; 古罗马; 圣徒传; 口述传统; 母性; 苦修
Maria the Jewess's Alchemical Treatises 犹太女子玛丽亚的炼金术论著,Maria the Jewess (Maria Hebraea) 犹太女子玛丽亚,"公元1-3世纪希腊化亚历山大里亚犹太裔女炼金术士(约fl.100-300),被古代炼金术文献尊为发明家与神圣母亲。发明水浴法(bain-marie)、蒸馏器(tribikos)、kerotakis等多项基本设备。著作仅以引文形式保存于Zosimos等后辈作品中。","Alexandria, Egypt",Roman Empire (Jewish) 罗马帝国(犹太),Alexandria 亚历山大里亚,31.2003,29.9189,200,炼金术/科学,"玛丽亚以亚历山大里亚为基地,被Zosimos称作犹太人玛丽亚或玛丽亚预言者。她的著作《关于炉》《关于kerotakis》等已散佚,但通过Zosimos保存的大量引文,我们知道她系统化了炼金术中的核心实验设备:水浴法(温和加热,至今厨房中仍以bain-marie命名),蒸馏器(三嘴蒸馏装置tribikos),以及一种可使金属在蒸汽中反应的密闭装置kerotakis。她著名的格言一变二,二变三,三复归一影响中世纪欧洲炼金术与心理学(被荣格大量引用)。她代表早期科学史中,女性以发明家的身份建立化学操作传统的核心人物——其影响通过阿拉伯炼金术文献传至欧洲,持续到现代化学诞生。",古典时代; 古罗马; 炼金术; 科学; 母性
Vibia Perpetua's Prison Diary 维比娅·佩尔佩图阿狱中日记,Vibia Perpetua 维比娅·佩尔佩图阿,"罗马迦太基贵族基督徒(约181-203),22岁时因拒绝向皇帝献祭被捕,死于竞技场。她在狱中以第一人称写下的日记被保存在《佩尔佩图阿与费利西塔斯殉教记》中,被视为人类历史上现存最早的署名日记,也是早期基督教文学中女性声音的核心文本。","Carthage, Roman Africa",Roman Empire 罗马帝国,Carthage 迦太基,36.853,10.3236,203,日记/宗教,"本作是被关在迦太基监狱等候处死的青年基督徒佩尔佩图阿在狱中用第一人称写下的日记。她记录被父亲多次央求放弃信仰、抚育尚在哺乳的婴儿、与同伴Felicitas一同等死的过程。她还记下了四次充满象征意义的异象——爬上通天梯、与一位埃及拳手搏斗、看到已故弟弟在炼狱中获得安息——这些异象成为早期基督教神秘文学的重要源头。三月七日她与同伴在竞技场中被野兽与剑士杀死。她的狱中文字由旁人续写收束。本书被视为人类历史上最早的署名日记,以一个青年女性的第一人称见证刻画了帝国边缘地区的信仰与暴力,是早期基督教与古代女性自传体文学的核心文本。",古典时代; 古罗马; 日记; 宗教; 内在生命
Cai Wenji's Eighteen Songs of a Nomad Flute 蔡文姬《胡笳十八拍》,Cai Wenji 蔡琰(文姬),"东汉末年女文学家、音乐家、书法家(约177-249),陈留圉县人,大文学家蔡邕之女。博学多才,通晓文学、音乐、书法。初嫁卫仲道丧夫,后在董卓之乱中被南匈奴左贤王掳走,生育两子,留居十二年。曹操统一北方后以重金赎回,嫁与董祀。归汉后凭记忆默写出亡父所藏古籍四百余篇。","Chenliu, China",China 中国,Chenliu (Kaifeng) 陈留,34.7986,114.307,207,诗歌/音乐,"本组诗共十八段,一拍一节,以胡笳曲调为伴,记录蔡文姬一生最痛苦的经历:东汉末年战乱中被胡骑掳走、漂泊塞外十二年、在南匈奴左贤王帐中生育两子、之后被曹操赎回中原,与亲生骨肉永别。诗篇以激越凄怆的语言描绘塞外风沙、毡帐、马奶、孤居、与子分离的撕心裂肺。归汉后她再嫁董祀。诗中将个人命运与国家分裂的大历史交织,既是中国第一首自传体长篇叙事诗,也是建安诗坛中由女性书写的最高峰。《隋书·经籍志》原录有《蔡文姬集》一卷,惜已散佚,仅存《悲愤诗》二首与本组《胡笳十八拍》,后者也是中国古代十大名曲之一。",古典时代; 古代中国; 诗歌; 哀悼
